autocoe_actionname,autocoe_desktopflowactionid,autocoe_dlpsupport,importsequencenumber,autocoe_moduledisplayname,autocoe_modulename,autocoe_modulesource,autocoe_selectorid,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,owningbusinessunit
Analyze image,3fbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Microsoft cognitive,MicrosoftCognitive,Microsoft,MicrosoftCognitive.AnalyzeImageMicrosoft.AnalyzeImageFromFile,Active,Active,,,4089357,40e6dccd-3039-ec11-b6e5-00224805ed01
Translate,41bdace1-e2ce-ec11-a7b5-00224804cf74,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.TranslateIBM.TranslateWithSourceAndTarget,Active,Active,,,4089356,40e6dccd-3039-ec11-b6e5-00224805ed01
Identify language,169b09e1-e2ce-ec11-a7b5-002248040e15,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.IdentifyLanguageIBM,Active,Active,,,4089355,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze syntax,159b09e1-e2ce-ec11-a7b5-002248040e15,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.AnalyzeSyntaxGoogle.AnalyzeSyntaxFromFile,Active,Active,,,4089353,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze syntax,3dbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.AnalyzeSyntaxGoogle.AnalyzeSyntaxFromGCS,Active,Active,,,4089352,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert document,139b09e1-e2ce-ec11-a7b5-002248040e15,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.ConvertDocumentIBM.ConvertToText,Active,Active,,,4089351,40e6dccd-3039-ec11-b6e5-00224805ed01
Classify Image,149b09e1-e2ce-ec11-a7b5-002248040e15,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.ClassifyImageIBM.ClassifyImageFromFile,Active,Active,,,4089350,40e6dccd-3039-ec11-b6e5-00224805ed01
Classify Image,129b09e1-e2ce-ec11-a7b5-002248040e15,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.ClassifyImageIBM.ClassifyImageFromUrl,Active,Active,,,4089349,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert document,119b09e1-e2ce-ec11-a7b5-002248040e15,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.ConvertDocumentIBM.ConvertToHtml,Active,Active,,,4089348,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze entities,3cbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.AnalyzeEntitiesGoogle.AnalyzeEntitiesFromFile,Active,Active,,,4089347,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert document,3bbdace1-e2ce-ec11-a7b5-00224804cf74,true,,IBM cognitive,IBMCognitive,3rd Party,IBMCognitive.ConvertDocumentIBM.ConvertToAnswerUnits,Active,Active,,,4089346,40e6dccd-3039-ec11-b6e5-00224805ed01
Safe search detection,35bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.SafeSearchDetectionGoogle.SafeSearchDetectionFromFile,Active,Active,,,4089343,40e6dccd-3039-ec11-b6e5-00224805ed01
Image properties detection,34bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.ImagePropertiesDetectionGoogle.ImagePropertiesDetectionFromGCS,Active,Active,,,4089342,40e6dccd-3039-ec11-b6e5-00224805ed01
Image properties detection,32bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.ImagePropertiesDetectionGoogle.ImagePropertiesDetectionFromFile,Active,Active,,,4089340,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze entities,0f9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.AnalyzeEntitiesGoogle.AnalyzeEntitiesFromGCS,Active,Active,,,4089339,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze sentiment,2fbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.AnalyzeSentimentGoogle.AnalyzeSentimentFromGCS,Active,Active,,,4089338,40e6dccd-3039-ec11-b6e5-00224805ed01
Analyze sentiment,109b09e1-e2ce-ec11-a7b5-002248040e15,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.AnalyzeSentimentGoogle.AnalyzeSentimentFromFile,Active,Active,,,4089337,40e6dccd-3039-ec11-b6e5-00224805ed01
Logo detection,31bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.LogoDetectionGoogle.LogoDetectionFromGCS,Active,Active,,,4089336,40e6dccd-3039-ec11-b6e5-00224805ed01
Safe search detection,30bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.SafeSearchDetectionGoogle.SafeSearchDetectionFromGCS,Active,Active,,,4089335,40e6dccd-3039-ec11-b6e5-00224805ed01
Logo detection,2cbdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.LogoDetectionGoogle.LogoDetectionFromFile,Active,Active,,,4089333,40e6dccd-3039-ec11-b6e5-00224805ed01
Close CMD session,29bdace1-e2ce-ec11-a7b5-00224804cf74,true,,CMD session,Cmd,Microsoft,Cmd.Close,Active,Active,,,4089332,40e6dccd-3039-ec11-b6e5-00224805ed01
Landmark detection,26bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.LandmarkDetectionGoogle.LandmarkDetectionFromFile,Active,Active,,,4089330,40e6dccd-3039-ec11-b6e5-00224805ed01
Label detection,23bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.LabelDetectionGoogle.LabelDetectionFromGCS,Active,Active,,,4089329,40e6dccd-3039-ec11-b6e5-00224805ed01
Text Detection,24bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.TextDetectionGoogle.TextDetectionFromFile,Active,Active,,,4089328,40e6dccd-3039-ec11-b6e5-00224805ed01
Landmark detection,25bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.LandmarkDetectionGoogle.LandmarkDetectionFromGCS,Active,Active,,,4089327,40e6dccd-3039-ec11-b6e5-00224805ed01
Text Detection,0e9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.TextDetectionGoogle.TextDetectionFromGCS,Active,Active,,,4089326,40e6dccd-3039-ec11-b6e5-00224805ed01
Label detection,0d9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Google cognitive,GoogleCognitive,3rd Party,GoogleCognitive.LabelDetectionGoogle.LabelDetectionFromFile,Active,Active,,,4089325,40e6dccd-3039-ec11-b6e5-00224805ed01
Clear clipboard contents,0c9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Clipboard,Clipboard,Microsoft,Clipboard.Clear,Active,Active,,,4089323,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from CMD session,0b9b09e1-e2ce-ec11-a7b5-002248040e15,true,,CMD session,Cmd,Microsoft,Cmd.ReadFromCmdSession.ReadAndSplit,Active,Active,,,4089322,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for text on CMD session,0a9b09e1-e2ce-ec11-a7b5-002248040e15,true,,CMD session,Cmd,Microsoft,Cmd.WaitForText,Active,Active,,,4089320,40e6dccd-3039-ec11-b6e5-00224805ed01
Write to CMD session,089b09e1-e2ce-ec11-a7b5-002248040e15,true,,CMD session,Cmd,Microsoft,Cmd.Write,Active,Active,,,4089319,40e6dccd-3039-ec11-b6e5-00224805ed01
Open CMD session,099b09e1-e2ce-ec11-a7b5-002248040e15,true,,CMD session,Cmd,Microsoft,Cmd.Open.Open,Active,Active,,,4089318,40e6dccd-3039-ec11-b6e5-00224805ed01
Read from CMD session,079b09e1-e2ce-ec11-a7b5-002248040e15,true,,CMD session,Cmd,Microsoft,Cmd.ReadFromCmdSession.Read,Active,Active,,,4089317,40e6dccd-3039-ec11-b6e5-00224805ed01
Set clipboard text,1ebdace1-e2ce-ec11-a7b5-00224804cf74,true,,Clipboard,Clipboard,Microsoft,Clipboard.SetText,Active,Active,,,4089316,40e6dccd-3039-ec11-b6e5-00224805ed01
Open CMD session,1fbdace1-e2ce-ec11-a7b5-00224804cf74,true,,CMD session,Cmd,Microsoft,Cmd.Open.OpenWithCodePage,Active,Active,,,4089315,40e6dccd-3039-ec11-b6e5-00224805ed01
Create snapshot,16bdace1-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.CreateSnapshot,Active,Active,,,4089313,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete snapshot,069b09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.DeleteSnapshot,Active,Active,,,4089311,40e6dccd-3039-ec11-b6e5-00224805ed01
End session,547eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.EndSession,Active,Active,,,4089310,40e6dccd-3039-ec11-b6e5-00224805ed01
Get snapshots,517eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.GetSnapshots.GetSnapshotsByResourceGroup,Active,Active,,,4089309,40e6dccd-3039-ec11-b6e5-00224805ed01
Get snapshots,049b09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.GetSnapshots.GetAllSnapshots,Active,Active,,,4089308,40e6dccd-3039-ec11-b6e5-00224805ed01
Get clipboard text,059b09e1-e2ce-ec11-a7b5-002248040e15,true,,Clipboard,Clipboard,Microsoft,Clipboard.GetText,Active,Active,,,4089307,40e6dccd-3039-ec11-b6e5-00224805ed01
Get snapshots,039b09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.GetSnapshots.GetSnapshotsByNameAndResourceGroup,Active,Active,,,4089306,40e6dccd-3039-ec11-b6e5-00224805ed01
Get snapshots,537eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.GetSnapshots.GetSnapshotsByName,Active,Active,,,4089305,40e6dccd-3039-ec11-b6e5-00224805ed01
Create managed disk,4f7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.CreateManagedDisk.CreateManagedDiskFromStorageBlob,Active,Active,,,4089303,40e6dccd-3039-ec11-b6e5-00224805ed01
Detach disk,4e7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.DetachDisk,Active,Active,,,4089302,40e6dccd-3039-ec11-b6e5-00224805ed01
Create managed disk,4b7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.CreateManagedDisk.CreateManagedDisk,Active,Active,,,4089300,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete disk,4a7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.DeleteDisk,Active,Active,,,4089299,40e6dccd-3039-ec11-b6e5-00224805ed01
Get disks,487eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.GetDisks.GetDisksByNameAndResourceGroup,Active,Active,,,4089298,40e6dccd-3039-ec11-b6e5-00224805ed01
Attach disk,029b09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.AttachDisk.AttachUnManagedDisk,Active,Active,,,4089297,40e6dccd-3039-ec11-b6e5-00224805ed01
Create managed disk,497eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.CreateManagedDisk.CreateManagedDiskFromSnapshot,Active,Active,,,4089296,40e6dccd-3039-ec11-b6e5-00224805ed01
Attach disk,019b09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.AttachDisk.AttachManagedDisk,Active,Active,,,4089295,40e6dccd-3039-ec11-b6e5-00224805ed01
Get disks,009b09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.GetDisks.GetDisksByName,Active,Active,,,4089292,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe virtual machine,437eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.DescribeVirtualMachine.DescribeVirtualMachinesByNameAndResourceGroup,Active,Active,,,4089291,40e6dccd-3039-ec11-b6e5-00224805ed01
Restart virtual machine,fc9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.RestartVirtualMachine,Active,Active,,,4089290,40e6dccd-3039-ec11-b6e5-00224805ed01
Shut down virtual machine,fe9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.ShutDownVirtualMachine,Active,Active,,,4089289,40e6dccd-3039-ec11-b6e5-00224805ed01
Start virtual machine,fd9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.StartVirtualMachine,Active,Active,,,4089288,40e6dccd-3039-ec11-b6e5-00224805ed01
Stop virtual machine,ff9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.StopVirtualMachine,Active,Active,,,4089287,40e6dccd-3039-ec11-b6e5-00224805ed01
Get disks,427eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.GetDisks.GetAllDisks,Active,Active,,,4089286,40e6dccd-3039-ec11-b6e5-00224805ed01
Get disks,417eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.GetDisks.GetDisksByResourceGroup,Active,Active,,,4089285,40e6dccd-3039-ec11-b6e5-00224805ed01
Get virtual machines,fb9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.GetVirtualMachines,Active,Active,,,4089284,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe virtual machine,f99a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.DescribeVirtualMachine.DescribeAllVirtualMachines,Active,Active,,,4089282,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe virtual machine,fa9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.DescribeVirtualMachine.DescribeVirtualMachinesByResourceGroup,Active,Active,,,4089281,40e6dccd-3039-ec11-b6e5-00224805ed01
Create resource group,3a7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.CreateResourceGroup,Active,Active,,,4089280,40e6dccd-3039-ec11-b6e5-00224805ed01
Get resource groups,f89a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.GetResourceGroups,Active,Active,,,4089279,40e6dccd-3039-ec11-b6e5-00224805ed01
Get subscriptions,f79a09e1-e2ce-ec11-a7b5-002248040e15,true,,Azure,Azure,Microsoft,Azure.GetSubscriptions,Active,Active,,,4089278,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete resource group,397eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.DeleteResourceGroup,Active,Active,,,4089277,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe virtual machine,387eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.DescribeVirtualMachine.DescribeVirtualMachinesByName,Active,Active,,,4089276,40e6dccd-3039-ec11-b6e5-00224805ed01
Create session,347eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.CreateSession.CreateSessionViaFile,Active,Active,,,4089275,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe snapshots,f69a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.DescribeSnapshots.DescribeSnapshotsByCustomFilter,Active,Active,,,4089274,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe snapshots,f59a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.DescribeSnapshots.DescribeAllSnapshots,Active,Active,,,4089273,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe snapshots,f39a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.DescribeSnapshots.DescribeSnapshotsByRestorableUserId,Active,Active,,,4089272,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe snapshots,f49a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.DescribeSnapshots.DescribeSnapshotsById,Active,Active,,,4089271,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe snapshots,327eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.DescribeSnapshots.DescribeSnapshotsByOwnerId,Active,Active,,,4089270,40e6dccd-3039-ec11-b6e5-00224805ed01
Create session,337eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Azure,Azure,Microsoft,Azure.CreateSession.CreateSessionViaServicePrincipal,Active,Active,,,4089269,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete snapshot,317eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.DeleteSnapshot,Active,Active,,,4089268,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe volumes,2e7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.DescribeVolumes.DescribeVolumesByInstance,Active,Active,,,4089266,40e6dccd-3039-ec11-b6e5-00224805ed01
Detach volume,2f7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.DetachVolume,Active,Active,,,4089265,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete volume,f19a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.DeleteVolume,Active,Active,,,4089263,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe volumes,f29a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.DescribeVolumes.DescribeAllVolumes,Active,Active,,,4089262,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe volumes,2b7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.DescribeVolumes.DescribeVolumesByIds,Active,Active,,,4089261,40e6dccd-3039-ec11-b6e5-00224805ed01
Create snapshot,297eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.CreateSnapshot,Active,Active,,,4089260,40e6dccd-3039-ec11-b6e5-00224805ed01
Create volume,287eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.CreateVolume.CreateVolumeFromSnapshot,Active,Active,,,4089259,40e6dccd-3039-ec11-b6e5-00224805ed01
Attach volume,2a7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.AttachVolume,Active,Active,,,4089258,40e6dccd-3039-ec11-b6e5-00224805ed01
Create volume,227eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.CreateVolume.CreateVolume,Active,Active,,,4089256,40e6dccd-3039-ec11-b6e5-00224805ed01
Start EC2 instance,217eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.StartEC2Instance,Active,Active,,,4089255,40e6dccd-3039-ec11-b6e5-00224805ed01
Reboot EC2 instance,1c7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.RebootEC2Instance,Active,Active,,,4089253,40e6dccd-3039-ec11-b6e5-00224805ed01
Create EC2 session,1e7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.CreateEc2Session.CreateEc2SessionWithProfile,Active,Active,,,4089252,40e6dccd-3039-ec11-b6e5-00224805ed01
Stop EC2 instance,1d7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.StopEC2Instance,Active,Active,,,4089251,40e6dccd-3039-ec11-b6e5-00224805ed01
Get available EC2 instances,1b7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,AWS,AWS,3rd Party,AWS.GetAvailableEC2Instances,Active,Active,,,4089250,40e6dccd-3039-ec11-b6e5-00224805ed01
End EC2 session,f09a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.EndEC2Session,Active,Active,,,4089249,40e6dccd-3039-ec11-b6e5-00224805ed01
Describe instances,ef9a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.DescribeEC2Instance,Active,Active,,,4089248,40e6dccd-3039-ec11-b6e5-00224805ed01
Move object,ed9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.MoveObject,Active,Active,,,4089247,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify group,ee9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyGroup.RemoveUserFromGroup,Active,Active,,,4089246,40e6dccd-3039-ec11-b6e5-00224805ed01
Close connection,eb9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.CloseConnection,Active,Active,,,4089245,40e6dccd-3039-ec11-b6e5-00224805ed01
Rename object,e99a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.RenameObject,Active,Active,,,4089244,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete object,ea9a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.DeleteObject,Active,Active,,,4089243,40e6dccd-3039-ec11-b6e5-00224805ed01
Create EC2 session,ec9a09e1-e2ce-ec11-a7b5-002248040e15,true,,AWS,AWS,3rd Party,AWS.CreateEc2Session.CreateEc2SessionWithAccessKeys,Active,Active,,,4089242,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify group,157eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyGroup.AddUserToGroup,Active,Active,,,4089241,40e6dccd-3039-ec11-b6e5-00224805ed01
Create object,147eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.CreateObject,Active,Active,,,4089240,40e6dccd-3039-ec11-b6e5-00224805ed01
Get group info,e89a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.GetGroupInfo,Active,Active,,,4089238,40e6dccd-3039-ec11-b6e5-00224805ed01
Create group,0b7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.CreateGroup,Active,Active,,,4089237,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify user,0e7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyUser.ResetUserPassword,Active,Active,,,4089236,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify group,0d7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyGroup.RenameGroup,Active,Active,,,4089235,40e6dccd-3039-ec11-b6e5-00224805ed01
Unlock user,e79a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.UnlockUser,Active,Active,,,4089234,40e6dccd-3039-ec11-b6e5-00224805ed01
Update user info,e69a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.UpdateUserInfo,Active,Active,,,4089233,40e6dccd-3039-ec11-b6e5-00224805ed01
Get group members,e59a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.GetGroupMembers,Active,Active,,,4089232,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify group,0c7eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyGroup.DeleteGroup,Active,Active,,,4089231,40e6dccd-3039-ec11-b6e5-00224805ed01
Get user info,e49a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.GetUserInfo,Active,Active,,,4089227,40e6dccd-3039-ec11-b6e5-00224805ed01
Connect to server,047eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ConnectToServer.ConnectToServer,Active,Active,,,4089225,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify user,067eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyUser.EnableUser,Active,Active,,,4089224,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify user,057eb4db-e2ce-ec11-a7b5-00224804cf74,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyUser.RenameUser,Active,Active,,,4089223,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify user,e29a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyUser.DeleteUser,Active,Active,,,4089222,40e6dccd-3039-ec11-b6e5-00224805ed01
Connect to server,e09a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ConnectToServer.ConnectToServerWithAuthentication,Active,Active,,,4089221,40e6dccd-3039-ec11-b6e5-00224805ed01
Modify user,e39a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.ModifyUser.DisableUser,Active,Active,,,4089220,40e6dccd-3039-ec11-b6e5-00224805ed01
Create user,e19a09e1-e2ce-ec11-a7b5-002248040e15,true,,Active Directory,ActiveDirectory,Microsoft,ActiveDirectory.CreateUser,Active,Active,,,4089219,40e6dccd-3039-ec11-b6e5-00224805ed01
